layer_index,head,best_val_per,test_loss,test_per,num_epochs,batch_size,lr,filter
9,bilstm,0.09897575121843019,0.3471939193350928,0.10078857532975248,5,8,0.0001,wiener
9,bilstm,0.09884383787464088,0.3483024048663321,0.10112677972437457,5,8,0.0001,preemphasis
9,bilstm,0.10329990068890554,0.36080821851889294,0.10192342836955139,5,8,0.0001,bandpass
